Code,Parent,Locale,Name,Slug,Description
CATEGORIES,,,,,
ACCESSOIRES,,,,,
MOBILES,,,,,
PROTECTIONS,,,,,
ECOUTEURS,,,,,
FRONT,,,,,
PROMOTIONS,,,,,
RECONDITIONNES,,,,,
ETAT,,,,,
NEUF,,,,,
OCCASION,,,,,
Nos-consoles,,,,,
Lesmarques,,,,,
Samsung,,,,,
apple,,,,,
Redmi,,,,,
Nospiecesdetachees,,,,,
iPhone,,,,,
Batterie,,,,,
iPhone8,,,,,
iPhoneX,,,,,
batteriex,,,,,
iPhone8plus,,,,,
batterie8plus,,,,,
Ecraniphone8,,,,,
EcraniphoneX,,,,,
Ecraniphone8plus,,,,,
cameraiphone8,,,,,
cameraiphone8plus,,,,,
CameraiphoneX,,,,,
iPhoneXS,,,,,
iPhoneXSMax,,,,,
iPhone11,,,,,
iPhone11pro,,,,,
iphone11promax,,,,,
iphone12,,,,,
iPhone12mini,,,,,
iPhone12pro,,,,,
iPhone12promax,,,,,
iphone13,,,,,
iphone13mini,,,,,
iphone13pro,,,,,
iPhone13promax,,,,,
iPhone14,,,,,
iPhone14plus,,,,,
iPhone14pro,,,,,
iPhone14promax,,,,,
iPhone15,,,,,
iPhone15plus,,,,,
iPhone15pro,,,,,
iPhone15promax,,,,,
iPhone16,,,,,
iphone16plus,,,,,
iPhone16pro,,,,,
iPhone16promax,,,,,
batteriexs,,,,,
ecranxs,,,,,
cameraxs,,,,,
batteriexsmax,,,,,
batterie11,,,,,
batterie1pro,,,,,
Batterie11promax,,,,,
Batterie12,,,,,
Batterie12mini,,,,,
Batterie12pro,,,,,
Batterie12promax,,,,,
Batterie13,,,,,
batterie13mini,,,,,
Batterie13pro,,,,,
Batterie13promax,,,,,
Batterie14,,,,,
Batterie14plus,,,,,
Batterie14pro,,,,,
Batterie14promax,,,,,
Batterie15,,,,,
Batterie15plus,,,,,
Batterie15pro,,,,,
Batterie15promax,,,,,
Batterie16,,,,,
Batterie16plus,,,,,
Batterie16pro,,,,,
batterie16promax,,,,,
ecranxsmax,,,,,
cameraxsmax,,,,,
ecran11,,,,,
camera11,,,,,
ecran11pro,,,,,
ecran11promax,,,,,
camera11pro,,,,,
camera11promax,,,,,
ecran12,,,,,
ecran12mini,,,,,
ecran12pro,,,,,
camera12,,,,,
ecran12promax,,,,,
ecran13,,,,,
camera12mini,,,,,
ecran13mini,,,,,
camera12pro,,,,,
camera12promax,,,,,
camera13,,,,,
ecran13pro,,,,,
camera13mini,,,,,
ecran13promax,,,,,
camera13pro,,,,,
ecran14,,,,,
camera13promax,,,,,
ecran14plus,,,,,
camera14,,,,,
camera14plus,,,,,
ecran14pro,,,,,
camera14pro,,,,,
ecran14promax,,,,,
camera14promax,,,,,
ecran15,,,,,
camera15,,,,,
ecran15plus,,,,,
camera15plus,,,,,
ecran15pro,,,,,
camera15pro,,,,,
ecran15promax,,,,,
camera15promax,,,,,
ecran16,,,,,
camera16,,,,,
ecran16plus,,,,,
camera16plus,,,,,
ecran16pro,,,,,
camera16pro,,,,,
ecran16promax,,,,,
camera16promax,,,,,
connecteurdecharge8,,,,,
connecteurdecharge8plus,,,,,
connecteurdechargex,,,,,
connecteurdechargexs,,,,,
connecteurdechargexsmax,,,,,
connecteurdecharge11,,,,,
connecteurdecharge11pro,,,,,
connecteurdecharge11promax,,,,,
connecteurdecharge12,,,,,
connecteurdecharge12mini,,,,,
connecteurdecharge12pro,,,,,
connecteurdecharge12promax,,,,,
connecteurdecharge13,,,,,
connecteurdecharge13mini,,,,,
connecteurdecharge13pro,,,,,
connecteurdecharge13promax,,,,,
connecteurdecharge14,,,,,
connecteurdecharge14plus,,,,,
connecteurdecharge14pro,,,,,
connecteurdecharge14promax,,,,,
connecteurdecharge15,,,,,
connecteurdecharge15plus,,,,,
connecteurdecharge15pro,,,,,
connecteurdecharge15promax,,,,,
connecteurdecharge16,,,,,
connecteurdecharge16plus,,,,,
connecteurdecharge16pro,,,,,
connecteurdecharge16promax,,,,,
SAMSUNGpieces,,,,,
galaxys,,,,,
galaxya,,,,,
galaxyz,,,,,
galaxys6,,,,,
galaxys6edge,,,,,
galaxys6edgeplus,,,,,
galaxys7,,,,,
galaxys7edge,,,,,
galaxys7active,,,,,
galaxys8,,,,,
galaxys8plus,,,,,
galaxys8active,,,,,
galaxys9,,,,,
galaxys9plus,,,,,
galaxys10e,,,,,
galaxys10,,,,,
galaxys10plus,,,,,
galaxys105g,,,,,
galaxys10lite,,,,,
galaxys20,,,,,
galaxys20plus,,,,,
galaxys20ultra,,,,,
galaxys20fe,,,,,
galaxys21,,,,,
galaxys21plus,,,,,
galaxys21ultra,,,,,
galaxys21fe,,,,,
galaxys22,,,,,
galaxys22plus,,,,,
galaxys22ultra,,,,,
galaxys23,,,,,
galaxys23plus,,,,,
galaxys23ultra,,,,,
galaxys23fe,,,,,
galaxys24,,,,,
galaxys24plus,,,,,
galaxys24ultra,,,,,
galaxys24fe,,,,,
galaxys25,,,,,
galaxys25plus,,,,,
galaxys25ultra,,,,,
galaxys25edge,,,,,
galaxya3,,,,,
galaxya5,,,,,
galaxya7,,,,,
a32015,,,,,
a32016,,,,,
a32017,,,,,
galaxya52015,,,,,
a52016,,,,,
a52017,,,,,
a72015,,,,,
a72016,,,,,
a72017,,,,,
a72018,,,,,
galaxya8,,,,,
a82015,,,,,
a82018,,,,,
galaxya8plus,,,,,
galaxya8s,,,,,
galaxya9,,,,,
a92016,,,,,
a92018,,,,,
galaxya6,,,,,
galaxya6plus,,,,,
seriea0,,,,,
galaxya01,,,,,
galaxya01core,,,,,
galaxya02,,,,,
galaxya02s,,,,,
galaxya03,,,,,
galaxya03s,,,,,
galaxya03core,,,,,
galaxya04,,,,,
galaxya04s,,,,,
galaxya04e,,,,,
galaxya05,,,,,
galaxya05s,,,,,
galaxya06,,,,,
galaxya065g,,,,,
seriea10,,,,,
galaxya10,,,,,
galaxya10e,,,,,
galaxya10s,,,,,
galaxya11,,,,,
galaxya12,,,,,
galaxya13,,,,,
galaxya144g,,,,,
galaxya145g,,,,,
galaxya154g,,,,,
galaxya155g,,,,,
galaxya164g,,,,,
galaxya165g,,,,,
seriea20,,,,,
galaxya20,,,,,
galaxya20e,,,,,
galaxya20s,,,,,
galaxya21,,,,,
galaxya21s,,,,,
galaxya22,,,,,
galaxya225g,,,,,
galaxya23,,,,,
galaxya235g,,,,,
galaxya24,,,,,
galaxya255g,,,,,
serie30,,,,,
galaxya30,,,,,
galaxya30s,,,,,
galaxya31,,,,,
galaxya32,,,,,
galaxya325g,,,,,
galaxya335g,,,,,
galaxya345g,,,,,
galaxya355g,,,,,
seriea40,,,,,
galaxya40,,,,,
galaxya41,,,,,
galaxya425g,,,,,
galaxya435g,,,,,
galaxya445g,,,,,
galaxya455g,,,,,
seriea50,,,,,
galaxya50,,,,,
galaxya51,,,,,
galaxya52,,,,,
galaxya525g,,,,,
galaxya52s,,,,,
galaxya535g,,,,,
galaxya545g,,,,,
galaxya555g,,,,,
galaxyzfold,,,,,
galaxyzflip,,,,,
galaxyzfold1,,,,,
galaxyzfold2,,,,,
galaxyzfold3,,,,,
galaxyzfold4,,,,,
galaxyzfold5,,,,,
galaxyzfold6,,,,,
galaxyzfold7,,,,,
galaxyzflip1,,,,,
galaxyzflip5g,,,,,
galaxyzflip3,,,,,
galaxyzflip4,,,,,
galaxyzflip5,,,,,
galaxyzflip6,,,,,
galaxyzflip7,,,,,
